PRIM_STATE,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
MS,17-2141,Mechanical Engineers,"1,210","96,510","60,440","72,800","90,730","120,640","135,760"
MS,17-2199,"Engineers, All Other",560,"103,110","39,440","54,700","112,100","134,430","158,850"
MS,17-3011,Architectural and Civil Drafters,380,"61,310","30,270","41,360","57,570","69,990","94,520"
MS,17-3012,Electrical and Electronics Drafters,110,"63,290","44,150","49,830","61,520","76,380","82,890"
MS,17-3013,Mechanical Drafters,240,"64,930","38,380","47,130","58,760","78,780","102,170"
MS,17-3019,"Drafters, All Other",80,"64,080","45,870","59,040","61,780","68,270","89,940"
MS,17-3022,Civil Engineering Technologists and Technicians,760,"48,170","33,740","36,840","46,540","56,170","62,260"
MS,17-3023,Electrical and Electronic Engineering Technologists and Technicians,670,"78,450","50,880","63,680","80,410","89,860","109,850"
MS,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,60,"61,920","37,820","45,930","61,990","67,640","102,850"
MS,17-3025,Environmental Engineering Technologists and Technicians,**,"52,550","40,500","44,150","46,350","62,060","70,090"
MS,17-3026,Industrial Engineering Technologists and Technicians,340,"65,960","45,640","48,560","57,370","77,260","103,010"
MS,17-3027,Mechanical Engineering Technologists and Technicians,230,"70,840","51,440","59,280","70,300","75,400","82,130"
MS,17-3028,Calibration Technologists and Technicians,30,"64,300","43,800","59,580","63,190","63,190","105,440"
MS,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",360,"77,210","52,290","63,020","79,790","87,880","103,230"
MS,17-3031,Surveying and Mapping Technicians,620,"48,620","30,320","37,700","45,490","57,760","71,560"
MS,19-0000,"Life, Physical, and Social Science Occupations","7,570","72,850","39,370","48,790","63,680","89,460","117,190"
MS,19-1012,Food Scientists and Technologists,70,"87,220","50,530","64,710","79,520","107,680","133,090"
MS,19-1013,Soil and Plant Scientists,60,"94,740","53,870","64,310","79,790","103,400","167,690"
MS,19-1022,Microbiologists,40,"88,120","43,050","52,530","75,590","120,640","158,100"
MS,19-1023,Zoologists and Wildlife Biologists,120,"94,330","52,140","67,950","87,050","113,030","146,620"
MS,19-1029,"Biological Scientists, All Other",360,"89,070","36,380","61,960","84,610","107,240","148,160"
MS,19-1031,Conservation Scientists,480,"63,860","40,610","47,950","56,980","73,940","95,640"
MS,19-1032,Foresters,100,"73,360","39,260","53,940","65,960","87,050","137,990"
MS,19-1041,Epidemiologists,40,"62,620","44,870","49,780","58,490","69,990","88,290"
MS,19-1042,"Medical Scientists, Except Epidemiologists",530,"54,460","39,540","39,540","49,220","63,560","78,240"
MS,19-2012,Physicists,70,"132,230","59,950","63,340","120,640","158,850","235,470"
MS,19-2021,Atmospheric and Space Scientists,160,"77,670","49,000","74,060","74,060","74,070","110,300"
MS,19-2031,Chemists,170,"87,500","46,380","58,860","78,260","108,390","139,060"
MS,19-2041,"Environmental Scientists and Specialists, Including Health",380,"66,890","40,280","45,400","55,110","79,790","109,020"
MS,19-2042,"Geoscientists, Except Hydrologists and Geographers",260,"116,340","72,550","89,860","113,730","134,430","158,850"
MS,19-2099,"Physical Scientists, All Other",380,"106,270","62,220","86,940","105,500","124,090","151,110"
MS,19-3033,Clinical and Counseling Psychologists,200,"95,140","48,660","64,390","92,390","101,360","115,730"
MS,19-3034,School Psychologists,150,"62,590","41,600","50,960","60,200","73,260","80,790"
MS,19-3039,"Psychologists, All Other",60,"104,180","33,470","48,210","111,430","143,400","157,210"
MS,19-3051,Urban and Regional Planners,210,"69,220","36,620","44,630","62,330","81,100","113,030"
MS,19-3093,Historians,90,"47,980","33,590","36,460","44,800","54,830","66,210"
MS,19-3099,"Social Scientists and Related Workers, All Other",180,"89,580","67,950","74,960","86,940","103,730","117,480"
MS,19-4012,Agricultural Technicians,220,"39,300","15,980","32,860","48,790","48,790","53,000"
MS,19-4013,Food Science Technicians,30,"60,080","43,310","45,140","64,600","72,000","75,210"
MS,19-4021,Biological Technicians,370,"55,510","34,800","46,070","50,650","60,970","75,940"
MS,19-4031,Chemical Technicians,330,"56,990","33,580","43,010","54,100","62,000","75,700"
MS,19-4042,"Environmental Science and Protection Technicians, Including Health",**,"56,500","33,110","36,750","55,690","66,400","83,800"
MS,19-4071,Forest and Conservation Technicians,270,"53,180","35,480","39,560","51,460","64,350","74,840"
MS,19-4092,Forensic Science Technicians,120,"57,480","36,950","40,140","54,720","78,580","82,890"
MS,19-4099,"Life, Physical, and Social Science Technicians, All Other",440,"62,550","34,530","48,250","59,600","73,300","85,190"
MS,19-5011,Occupational Health and Safety Specialists,950,"78,200","44,770","56,850","79,790","92,830","110,150"
MS,19-5012,Occupational Health and Safety Technicians,**,"61,950","42,240","47,430","58,220","73,560","95,030"
MS,21-0000,Community and Social Service Occupations,"17,440","48,760","27,020","35,270","45,790","58,790","73,330"
MS,21-1012,"Educational, Guidance, and Career Counselors and Advisors","2,540","58,570","41,750","47,740","59,630","68,080","76,400"
MS,21-1013,Marriage and Family Therapists,180,"51,480","49,520","50,410","51,260","52,680","58,550"
MS,21-1015,Rehabilitation Counselors,640,"53,160","29,360","37,840","45,950","67,160","85,680"
MS,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","2,220","54,120","32,590","37,830","46,810","56,800","78,480"
MS,21-1019,"Counselors, All Other",50,"45,900","31,140","34,340","44,040","53,040","63,790"
MS,21-1021,"Child, Family, and School Social Workers","3,660","45,310","28,850","37,450","44,690","51,140","60,930"
MS,21-1022,Healthcare Social Workers,"1,750","57,600","37,730","46,450","56,690","67,390","78,430"
MS,21-1023,Mental Health and Substance Abuse Social Workers,890,"48,330","24,600","32,250","48,830","59,850","70,550"
MS,21-1029,"Social Workers, All Other",280,"80,110","40,580","52,770","89,860","98,550","107,240"
MS,21-1091,Health Education Specialists,530,"53,670","34,870","40,680","48,100","67,320","77,350"
MS,21-1092,Probation Officers and Correctional Treatment Specialists,250,"35,060","22,880","29,890","32,500","40,120","47,310"
MS,21-1093,Social and Human Service Assistants,"2,500","31,710","18,650","25,070","28,900","37,890","47,140"
MS,21-1094,Community Health Workers,570,"40,660","28,410","32,190","37,790","44,370","60,930"
MS,21-1099,"Community and Social Service Specialists, All Other",880,"44,580","29,080","34,640","41,660","49,770","63,410"
MS,21-2011,Clergy,270,"55,630","34,740","42,450","50,500","60,110","92,750"
MS,21-2021,"Directors, Religious Activities and Education",110,"55,030","30,510","45,380","48,660","62,830","91,430"
MS,21-2099,"Religious Workers, All Other",**,"33,910","27,730","27,900","32,960","43,610","47,180"
MS,23-0000,Legal Occupations,"6,110","84,270","34,720","39,950","60,990","102,270","163,710"
MS,23-1011,Lawyers,"3,200","112,690","44,540","60,990","92,610","138,170","199,760"
MS,23-1012,Judicial Law Clerks,40,"43,700","31,200","36,050","43,680","48,950","52,820"
MS,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",120,"100,300","46,870","52,070","75,540","134,430","203,990"
MS,23-1023,"Judges, Magistrate Judges, and Magistrates",**,"74,240","28,900","44,940","49,900","82,680","168,460"
MS,23-2011,Paralegals and Legal Assistants,"2,080","46,310","34,320","35,260","39,120","52,090","67,620"
MS,23-2093,"Title Examiners, Abstractors, and Searchers",160,"44,570","29,800","35,320","40,940","50,960","63,440"
MS,23-2099,"Legal Support Workers, All Other",90,"66,490","40,050","48,930","59,720","68,760","88,420"
MS,25-0000,Educational Instruction and Library Occupations,"70,440","51,540","21,310","35,290","48,300","59,250","72,890"
MS,25-1011,"Business Teachers, Postsecondary",480,"94,010","36,750","57,120","76,060","120,210","176,620"
MS,25-1021,"Computer Science Teachers, Postsecondary",160,"73,180","42,660","51,990","64,190","87,120","106,010"
MS,25-1022,"Mathematical Science Teachers, Postsecondary",420,"67,550","47,040","50,510","61,160","80,840","102,200"
MS,25-1031,"Architecture Teachers, Postsecondary",70,"84,920","63,480","67,770","81,970","88,600","134,540"
MS,25-1032,"Engineering Teachers, Postsecondary",340,"99,970","51,600","63,600","101,650","106,820","137,880"
MS,25-1041,"Agricultural Sciences Teachers, Postsecondary",150,"86,180","48,180","58,020","85,360","108,340","133,730"
MS,25-1042,"Biological Science Teachers, Postsecondary",520,"79,320","47,990","52,220","66,960","83,030","132,040"
MS,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",70,"78,270","64,490","64,850","64,850","90,150","107,600"
MS,25-1052,"Chemistry Teachers, Postsecondary",150,"77,820","47,130","58,160","77,100","93,650","109,050"
MS,25-1054,"Physics Teachers, Postsecondary",110,"70,530","34,260","48,940","61,890","81,440","106,890"
MS,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",50,"75,940","38,540","56,430","69,110","81,160","127,130"
MS,25-1063,"Economics Teachers, Postsecondary",70,"95,120","32,610","62,400","95,420","111,850","171,860"
MS,25-1064,"Geography Teachers, Postsecondary",40,"91,760","55,940","69,280","83,570","129,190","129,230"
MS,25-1065,"Political Science Teachers, Postsecondary",90,"70,760","36,640","53,900","69,380","80,190","103,170"
MS,25-1066,"Psychology Teachers, Postsecondary",280,"71,610","29,710","52,370","64,580","82,540","127,120"
MS,25-1067,"Sociology Teachers, Postsecondary",100,"70,620","36,640","51,130","67,590","83,270","110,710"
MS,25-1069,"Social Sciences Teachers, Postsecondary, All Other",90,"68,940","48,480","55,650","62,210","72,810","105,360"
MS,25-1071,"Health Specialties Teachers, Postsecondary","2,110","152,440","50,320","67,890","132,630","217,280",#
MS,25-1072,"Nursing Instructors and Teachers, Postsecondary","1,000","75,670","50,500","63,110","73,160","84,800","99,760"
MS,25-1081,"Education Teachers, Postsecondary",550,"64,880","24,920","48,110","61,150","77,880","127,120"
MS,25-1082,"Library Science Teachers, Postsecondary",110,"65,870","48,300","53,970","62,900","79,720","84,050"
MS,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",130,"86,910","49,650","60,900","78,280","122,710","131,450"
MS,25-1112,"Law Teachers, Postsecondary",70,"65,800","60,480","64,010","65,880","65,880","70,530"
MS,25-1113,"Social Work Teachers, Postsecondary",**,"66,820","41,200","49,820","61,200","76,420","93,170"
MS,25-1121,"Art, Drama, and Music Teachers, Postsecondary",600,"61,650","31,970","49,380","61,670","71,650","81,960"
MS,25-1122,"Communications Teachers, Postsecondary",190,"61,370","31,160","49,150","63,440","76,560","82,840"
MS,25-1123,"English Language and Literature Teachers, Postsecondary",550,"58,930","31,010","42,130","61,920","71,160","80,410"
MS,25-1124,"Foreign Language and Literature Teachers, Postsecondary",160,"51,150","25,270","31,390","52,320","65,900","76,340"
MS,25-1125,"History Teachers, Postsecondary",210,"68,180","48,530","53,290","64,660","80,790","83,130"
MS,25-1126,"Philosophy and Religion Teachers, Postsecondary",90,"75,370","39,790","63,650","73,720","87,530","107,100"
MS,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",80,"81,450","46,680","59,120","79,950","103,320","127,120"
MS,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",190,"72,520","36,570","51,140","64,160","82,360","127,130"
MS,25-1194,"Career/Technical Education Teachers, Postsecondary","1,260","53,460","34,260","43,810","50,510","58,940","74,370"
MS,25-1199,"Postsecondary Teachers, All Other",490,"78,230","37,140","50,750","64,270","101,760","136,090"
MS,25-2011,"Preschool Teachers, Except Special Education","3,130","29,720","18,760","21,150","26,620","38,780","44,820"
MS,25-2012,"Kindergarten Teachers, Except Special Education","1,070","48,220","35,290","44,050","47,970","57,320","58,560"
MS,25-2021,"Elementary School Teachers, Except Special Education","11,680","49,400","37,960","46,220","48,440","57,790","59,630"
MS,25-2022,"Middle School Teachers, Except Special and Career/Technical Education","6,870","51,850","42,690","46,880","49,720","58,290","60,380"
MS,25-2023,"Career/Technical Education Teachers, Middle School",200,"53,390","41,500","49,160","52,400","60,110","63,380"
MS,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education","11,110","52,060","39,880","46,390","49,340","59,500","64,620"
MS,25-2032,"Career/Technical Education Teachers, Secondary School","1,730","55,800","46,530","47,940","56,990","60,720","64,820"
MS,25-2051,"Special Education Teachers, Preschool",150,"49,370","40,990","45,500","48,500","55,140","61,960"
MS,25-2052,"Special Education Teachers, Kindergarten and Elementary School","2,310","51,420","44,920","47,040","48,860","57,940","60,320"
MS,25-2057,"Special Education Teachers, Middle School",970,"52,790","45,040","47,600","49,760","59,570","61,940"
MS,25-2058,"Special Education Teachers, Secondary School","1,590","52,800","44,850","46,920","50,030","59,320","61,640"
MS,25-2059,"Special Education Teachers, All Other",90,"45,230","26,380","28,250","36,040","61,890","68,440"
MS,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",250,"50,430","26,520","42,830","50,430","59,250","72,740"
MS,25-3021,Self-Enrichment Teachers,800,"45,730","20,770","29,400","49,830","55,770","72,700"
MS,25-3031,"Substitute Teachers, Short-Term","1,680","24,500","16,800","18,490","21,120","27,020","31,130"
MS,25-3041,Tutors,"1,080","54,640","24,570","31,160","52,060","72,800","84,520"
MS,25-3099,"Teachers and Instructors, All Other",530,"81,300","55,980","59,950","72,550","84,990","136,910"
MS,25-4022,Librarians and Media Collections Specialists,"1,300","49,200","24,070","36,070","50,320","60,390","65,870"
MS,25-4031,Library Technicians,470,"29,070","20,770","22,380","26,080","35,100","38,740"
MS,25-9031,Instructional Coordinators,"1,640","64,830","38,350","50,150","62,750","77,510","91,890"
MS,25-9044,"Teaching Assistants, Postsecondary",780,"22,500","18,670","18,670","18,670","23,880","30,530"
MS,25-9045,"Teaching Assistants, Except Postsecondary","9,320","22,840","17,690","18,450","21,790","26,030","29,120"
MS,25-9099,"Educational Instruction and Library Workers, All Other",170,"46,820","20,540","20,540","46,160","62,980","77,700"
MS,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations","9,440","53,080","23,220","31,200","41,600","59,640","82,260"
MS,27-1011,Art Directors,130,*,*,*,*,*,*
MS,27-1021,Commercial and Industrial Designers,490,*,*,*,*,*,*
MS,27-1023,Floral Designers,280,"28,380","18,220","23,080","28,170","33,280","36,930"
MS,27-1024,Graphic Designers,920,"57,070","30,710","37,410","45,260","56,320","76,000"
MS,27-1025,Interior Designers,**,"60,530","29,240","31,200","44,120","58,710","112,020"
MS,27-1026,Merchandise Displayers and Window Trimmers,"2,090","33,290","23,220","28,210","31,800","35,480","43,930"
MS,27-2011,Actors,90,*,*,*,*,*,*
MS,27-2012,Producers and Directors,470,"46,990","26,430","37,010","44,290","54,120","65,050"
MS,27-2022,Coaches and Scouts,"1,520","65,650","18,600","27,320","47,120","64,480","96,440"
MS,27-2023,"Umpires, Referees, and Other Sports Officials",30,"26,660","23,080","23,080","23,080","23,080","44,710"
MS,27-2031,Dancers,30,*,*,*,*,*,*
MS,27-2041,Music Directors and Composers,60,"60,590","23,930","52,450","60,250","74,660","89,450"
MS,27-2042,Musicians and Singers,80,*,*,*,*,*,*
MS,27-3011,Broadcast Announcers and Radio Disc Jockeys,220,"61,790","17,530","21,820","32,900","56,520","156,020"
